ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
17.10.2020,17.10.2020,13,17.10.2020,15,04501147,1199,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
18.10.2020,17.10.2020,16,17.10.2020,19,09501838,299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.10.2020,17.10.2020,20,17.10.2020,21,01200625,1500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.10.2020,17.10.2020,9,17.10.2020,14,03200309,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.10.2020,17.10.2020,12,17.10.2020,17,02500831,949,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,17.10.2020,17,20.10.2020,12,03400721,1499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.10.2020,17.10.2020,14,17.10.2020,15,01401048,1300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.10.2020,17.10.2020,18,17.10.2020,19,01100205,1550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.10.2020,17.10.2020,10,17.10.2020,13,02200211,155,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.10.2020,17.10.2020,11,17.10.2020,14,11401137,821,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,17.10.2020,19,17.10.2020,23,08100312,310,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.10.2020,17.10.2020,16,17.10.2020,20,02200212,100,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
17.10.2020,17.10.2020,10,17.10.2020,14,04500936,283,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.10.2020,17.10.2020,15,17.10.2020,18,01100414,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.10.2020,17.10.2020,12,17.10.2020,13,04501042,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,17.10.2020,17,17.10.2020,21,02300314,706,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.10.2020,17.10.2020,10,17.10.2020,14,04500936,378,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
18.10.2020,17.10.2020,19,17.10.2020,19,02500729,530,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,17.10.2020,21,17.10.2020,22,04501043,581,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,17.10.2020,1,17.10.2020,2,07100101,668,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.10.2020,17.10.2020,10,17.10.2020,18,09501838,649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,17.10.2020,18,17.10.2020,23,11200410,259,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,18.10.2020,13,21.10.2020,8,07200414,738,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.10.2020,18.10.2020,10,18.10.2020,21,06200313,2074,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,18.10.2020,5,18.10.2020,23,07400824,700,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
18.10.2020,18.10.2020,6,18.10.2020,6,04300623,4000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,18.10.2020,17,20.10.2020,6,12500825,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,18.10.2020,0,20.10.2020,8,03601142,2902,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
20.10.2020,18.10.2020,18,19.10.2020,19,09401534,6500,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
20.10.2020,18.10.2020,19,19.10.2020,18,01401048,1400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
18.10.2020,18.10.2020,21,18.10.2020,21,03601140,64,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
23.10.2020,18.10.2020,23,19.10.2020,8,06400840,583,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,18.10.2020,15,19.10.2020,19,12100102,908,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,6,18.10.2020,18,09300921,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,22,18.10.2020,22,03601452,1449,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,10,18.10.2020,21,06400839,568,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,18,18.10.2020,22,08100311,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.10.2020,18.10.2020,16,21.10.2020,11,02200213,420,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,18,18.10.2020,18,01300731,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
18.10.2020,18.10.2020,16,18.10.2020,18,02200210,1100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,15,18.10.2020,18,02500729,1049,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
18.10.2020,18.10.2020,8,18.10.2020,10,03100101,427,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
18.10.2020,18.10.2020,8,18.10.2020,12,04200204,1000,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
18.10.2020,18.10.2020,12,18.10.2020,13,05300737,692,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
18.10.2020,18.10.2020,16,18.10.2020,18,01100311,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
18.10.2020,18.10.2020,14,18.10.2020,14,08100102,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
22.10.2020,18.10.2020,10,18.10.2020,16,03400721,431,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,14,18.10.2020,18,02400623,222,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.10.2020,18.10.2020,19,19.10.2020,11,04501044,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,16,18.10.2020,17,02500833,414,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,22,19.10.2020,9,02200213,2755,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,1,19.10.2020,11,03601450,353,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,23,19.10.2020,7,08200727,100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,11,19.10.2020,17,06300632,759,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,12,19.10.2020,17,01200522,635,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,20,19.10.2020,8,02400624,593,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,1,19.10.2020,18,04100101,634,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,18.10.2020,9,19.10.2020,8,04300518,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,18.10.2020,12,19.10.2020,9,11100203,749,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
21.10.2020,18.10.2020,20,19.10.2020,15,02500832,1980,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
19.10.2020,18.10.2020,18,19.10.2020,8,01300731,1350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,19.10.2020,19,19.10.2020,22,11100307,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,19.10.2020,18,20.10.2020,9,07100204,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,12,19.10.2020,16,09200511,856,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,7,19.10.2020,10,10100312,234,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
22.10.2020,19.10.2020,19,21.10.2020,10,08100310,699,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,13,19.10.2020,14,02400625,300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,19.10.2020,15,20.10.2020,15,01100308,949,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,13,19.10.2020,19,06400842,448,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,17,20.10.2020,13,02200208,1699,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,21,20.10.2020,12,03701659,616,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,19.10.2020,18,20.10.2020,8,01200518,699,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.10.2020,19.10.2020,14,21.10.2020,11,07100206,1080,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,19,20.10.2020,8,03400725,565,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,12,19.10.2020,14,11400929,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,17,19.10.2020,17,03601243,330,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,8,19.10.2020,8,04300414,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,18,20.10.2020,8,01200518,3617,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.10.2020,19.10.2020,14,20.10.2020,9,04300624,539,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,17,19.10.2020,23,10400940,100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
23.10.2020,19.10.2020,7,20.10.2020,18,06100207,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
24.10.2020,19.10.2020,15,21.10.2020,12,07300618,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,19.10.2020,11,19.10.2020,16,01100308,1300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
23.10.2020,19.10.2020,20,19.10.2020,22,08100311,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,22,20.10.2020,7,10100207,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,17,20.10.2020,10,02500833,351,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,20,20.10.2020,8,07100204,863,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
23.10.2020,19.10.2020,0,19.10.2020,0,09501939,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,20,19.10.2020,21,05300841,600,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,18,20.10.2020,9,12100205,899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
23.10.2020,19.10.2020,19,20.10.2020,14,11400929,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,19.10.2020,18,20.10.2020,8,01200520,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,19.10.2020,21,20.10.2020,8,01200519,964,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.01.2021,19.10.2020,17,19.10.2020,18,03601243,200,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
20.10.2020,19.10.2020,13,19.10.2020,13,07601443,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,21,19.10.2020,22,06400839,819,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,19.10.2020,18,20.10.2020,7,03400618,750,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,7,19.10.2020,20,07400720,1170,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,17,19.10.2020,21,01300836,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,19,19.10.2020,19,08100206,410,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,1,19.10.2020,1,02200211,0,Ja,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,13,19.10.2020,17,01200518,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.10.2020,19.10.2020,19,20.10.2020,9,04400830,260,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
19.10.2020,19.10.2020,8,19.10.2020,17,10400939,644,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,19.10.2020,21,20.10.2020,7,08100310,900,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
19.10.2020,19.10.2020,3,19.10.2020,3,08100102,100,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,18,19.10.2020,18,11400929,300,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,14,19.10.2020,14,02100104,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.10.2020,19.10.2020,9,19.10.2020,20,02300315,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,14,19.10.2020,19,01200629,498,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,8,19.10.2020,14,01100309,1500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,19,19.10.2020,20,04501042,1,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,10,19.10.2020,13,05100102,950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,18,19.10.2020,23,01401047,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,9,19.10.2020,18,01100206,589,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.11.2020,19.10.2020,11,19.10.2020,13,11401137,418,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,18,19.10.2020,23,01100311,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,8,19.10.2020,17,01100102,699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,13,19.10.2020,16,05300840,498,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,13,19.10.2020,15,01300834,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,15,19.10.2020,17,09301126,1344,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,7,19.10.2020,16,03601243,1217,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,9,19.10.2020,19,02100101,1100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.11.2020,19.10.2020,17,19.10.2020,18,08100104,827,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.10.2020,19.10.2020,6,19.10.2020,6,01300834,699,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
26.10.2020,19.10.2020,8,19.10.2020,19,04500936,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,20,19.10.2020,20,06400839,450,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.10.2020,19.10.2020,9,19.10.2020,18,07501032,320,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.10.2020,19.10.2020,19,19.10.2020,21,06400839,819,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,9,19.10.2020,9,01300733,1,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,15,20.10.2020,10,01401044,360,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,5,19.10.2020,13,05200629,390,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,9,19.10.2020,17,04501045,497,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.10.2020,19.10.2020,15,21.10.2020,18,05100103,675,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
19.10.2020,19.10.2020,16,19.10.2020,16,01100102,50,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,17,19.10.2020,18,09501838,600,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.11.2020,19.10.2020,14,19.10.2020,18,06100102,2500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,20,20.10.2020,8,11300725,400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,19,20.10.2020,11,08100415,1100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,17,20.10.2020,15,12100102,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,17,19.10.2020,20,07200413,880,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,19.10.2020,10,20.10.2020,14,06200420,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.10.2020,19.10.2020,10,19.10.2020,18,05100316,720,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.10.2020,20.10.2020,18,21.10.2020,10,02200207,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,20.10.2020,18,21.10.2020,6,04501146,3200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,20.10.2020,0,21.10.2020,9,03400724,369,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,20.10.2020,18,21.10.2020,11,02500726,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,20.10.2020,2,20.10.2020,2,11300721,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.11.2020,20.10.2020,20,21.10.2020,10,08100102,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,20.10.2020,18,21.10.2020,13,06400842,2699,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
21.10.2020,20.10.2020,15,21.10.2020,9,06300527,388,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,20.10.2020,15,20.10.2020,16,07601545,793,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,20.10.2020,22,21.10.2020,15,02200213,2649,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
23.10.2020,20.10.2020,22,21.10.2020,20,02500727,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
23.10.2020,20.10.2020,18,21.10.2020,17,06300527,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
23.10.2020,20.10.2020,22,21.10.2020,20,02500727,100,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,20.10.2020,18,21.10.2020,8,08100418,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,20.10.2020,19,21.10.2020,15,01100416,993,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,20.10.2020,13,21.10.2020,10,01100310,568,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,20.10.2020,17,21.10.2020,13,07300618,1274,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,20.10.2020,17,21.10.2020,8,01300733,999,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
20.10.2020,20.10.2020,8,20.10.2020,16,03400723,474,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.10.2020,20.10.2020,10,21.10.2020,10,11200410,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,20.10.2020,14,20.10.2020,17,02300417,800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.10.2020,20.10.2020,12,21.10.2020,12,06400841,999,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.10.2020,20.10.2020,12,21.10.2020,13,11100206,240,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
21.10.2020,20.10.2020,14,21.10.2020,10,02500833,990,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,20.10.2020,0,20.10.2020,7,12400720,1999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.10.2020,20.10.2020,7,20.10.2020,16,09200818,679,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
